parent_answer_post_id,prob,snippet,intent,id,question_id
5999439,0.028315306977582947,"s = (
    """"""<table border=""0"" cellspacing=""2"" width=""800""><tr><td colspan=""2""><b>Name: </b>Hello world</td></tr><tr>""""""
    )
soup = BeautifulSoup(s)
hello = soup.find(text='Name: ')
hello.__next__",Beautifulsoup = extract content within a tag,5999407_5999439_2,5999407
23683065,0.04254166262539399,"with open('out.txt', 'w') as fout:
    index = 0",add a new column to an existing csv file,23682236_23683065_4,23682236
10743741,0.02868208612353475,"for i in range(len(criteria)):
    pass",How to determine ranking algorithm criteria,10743582_10743741_7,10743582
5491705,0.036846710861411267,"for datestring in text.splitlines():
    pass",How to convert EST/EDT to GMT?,5491276_5491705_13,5491276
16025389,0.04291889229163693,print(output),Download file as string in python,16025368_16025389_6,16025368
21296416,0.03431099703981956,"xx, yy = pylab.meshgrid(pylab.linspace(-3, 3, 101), pylab.linspace(-3, 3, 111))",How to plot 3D function as 2D colormap in python?,5186282_21296416_4,5186282
16349356,0.03005311399131961,"a = b = c = [0, 3, 5]
id(a)
id(b)
id(a[0])
id(b[0])
a[0] = 1
id(a)
id(b)
id(a[0])
id(b[0])",Python assigning multiple variables to same value? list behavior,16348815_16349356_7,16348815
5969930,0.032714347062211116,"an = Animal()
attrs = vars(an)
print(', '.join('%s: %s' % item for item in list(attrs.items())))",Print all properties of a Python Class,5969806_5969930_1,5969806
17862146,0.0344209837047574,"from functools import reduce
[reduce(operator.mul, t, 1) for c in range(1, 10 / 2) for t in itertools.
    product((1, 2, 3), repeat=2) if reduce(operator.mul, t, 1) < 10]",Enumeration of all factor products less than a maximum,17847207_17862146_5,17847207
2779583,0.04272245773415236,"print('Call started, pausing spotify')",How to programatically pause spotify when a call comes in on skype,2779578_2779583_3,2779578
1088029,0.0426291885445257,from reportlab.pdfgen import canvas,Reportlab page x of y NumberedCanvas and Images,1087495_1088029_4,1087495
11290253,0.028559783303475902,"for k, g in groupby(input, key=lambda x: x[0]):
    output[k] = sum(x[1] for x in g)
print(output)",Python: Elegantly merge dictionaries with sum() of values,11290092_11290253_4,11290092
570910,0.04297826183343905,"if base is self.__class__:
    print(self)
raise TypeError(""can't pickle %s objects"" % base.__name__)",How to tell for which object attribute pickle fails?,569754_570910_2,569754
19637422,0.032987267078948536,"def __init__(self, tup):
    for i in tup:
        pass",Inheriting a tuple as a list,19637353_19637422_14,19637353
33504072,0.030637593637328025,"for root, dirs, files in os.walk(directory):
    for file in files:
        if file.endswith('.csv'):
            pass",Read in all csv files from a directory using Python,33503993_33504072_13,33503993
35335707,0.034300362525368,"thing = Secret('gibberish')
thing.__init__.__func__.__closure__[0].cell_contents",Python private instance data revisited,35333721_35335707_2,35333721
10416064,0.033396395937699205,"if x == 'c':
    break",How to process a string into layer of sublists,10415752_10416064_3,10415752
6890255,0.027268784572608396,"indices = range(len(li) - 1, 0, -1)
gen = it.izip(indices, reversed(li))
next(i for i, value in gen if value == 'a')",How to find the last occurrence of an item in a Python list,6890170_6890255_5,6890170
21345540,0.04111823163629046,aws_access_key_id = AxxxA,Recommended way to manage credentials with multiple AWS accounts?,11286479_21345540_4,11286479
33403891,0.04092324541080365,"[{'some data': value, 'next key': 'another value'}]
[{'2nd record data': value, '2nd record key': 'another value'}]",Python json.loads shows ValueError: Extra data,21058935_33403891_2,21058935
36772319,0.03450875804922199,"for index2 in range(1, len(indexlist) - 1):
    pass",extracting numbers from list,36772065_36772319_2,36772065
19373464,0.03755249858314326,"text = re.sub(""('\\s)"", ' \\1', text)
text = re.sub('\\. *(\n|$)', ' . ', text)",Consequences of abusing nltk's word_tokenize(sent),19373296_19373464_12,19373296
18257730,0.03526430909216508,"print('Total number of ip packets: ', ipcounter)
print('Total number of tcp packets: ', tcpcounter)",Parsing a pcap file in python,18256342_18257730_13,18256342
14889588,0.03798783213856315,"s = 'potato\x1b[01;32mpotato\x1b[0;0mpotato'
print(s, len(s))
s1 = strip_ANSI(s)
print(s1, len(s1))",Printed length of a string in python,14889454_14889588_8,14889454
12619626,0.029065805443522105,"def panelCreation():
    dd = {}
for i in range(1, 3):
    name = 'X' + str(i)
dd[name] = createNewDf(i)
return Panel(dd)",adding dataFrame to panel in python pandas,12619215_12619626_1,12619215
11601466,0.029310397309911466,"cv.NamedWindow('display')
cv.MoveWindow('display', 10, 10)",How to read raw png from an array in python opencv?,11552926_11601466_10,11552926
6834693,0.03198858858000609,"fig = plt.figure()
ax = fig.add_subplot(111)",How do you create line segments between two points?,6834483_6834693_4,6834483
9708026,0.038025185967264376,root = dealer.to_element(),Generate XML file from model data,3829442_9708026_5,3829442
994919,0.035138908980058225,"from subprocess import Popen, PIPE",Redirecting console output to a Python string,994902_994919_3,994902
31553581,0.037558299963180566,foo = '\ufb02uphenazine',fluphenazine read as \xef\xac\x82uphenazine,31553324_31553581_1,31553324
3806938,0.03532300563869111,"for k, g in groupby(data, keyfunc):
    groups.append(list(g))",Subsetting data in python,3806878_3806938_5,3806878
5787740,0.03245088486360264,supermanutd,What is the reason behind the advice that the substrings in regex should be ordered based on length?,5787670_5787740_4,5787670
9711015,0.02899294595188108,self.handle_data(self.unescape('&%s;' % ref)),Python HTMLParser dividing data at &,9710845_9711015_5,9710845
3405772,0.037918477409885604,"if isinstance(v, dict):
    pass",Elegant way to remove fields from nested dictionaries,3405715_3405772_5,3405715
3204633,0.031793299236350624,"str([])
str({})",how to change any data type into a string in python,3204614_3204633_5,3204614
8930969,0.03158843374511884,"dest = dict(orig)
dest.update(extra)",Python append dictionary to dictionary,8930915_8930969_9,8930915
