parent_answer_post_id,prob,snippet,intent,id,question_id
38550423,0.03425001063086314,"width = 640
height = 480
channels = 3
img = np.zeros((height, width, channels), dtype=np.uint8)
xx, yy = np.mgrid[:height, :width]
circle = (xx - 100) ** 2 + (yy - 100) ** 2
for y in range(img.shape[0]):
    for x in range(img.shape[1]):
        r, g, b = circle[y][x], circle[y][x], circle[y][x]
img[y][x][0] = r
img[y][x][1] = g
img[y][x][2] = b
scipy.misc.imshow(img)
scipy.misc.imsave('image.png', img)",How do I create an image in PIL using a list of RGB tuples?,12062920_38550423_11,12062920
836406,0.03424984482399539,"func(*['file1', 'file2', 'file3'])
func('file1')",How can I tell if a python variable is a string or a list?,836387_836406_4,836387
4098560,0.034249780226717964,n = 2,Strange result in python,4098425_4098560_5,4098425
9489768,0.034249463096571585,"mu, sigma = 100, 15",Updating a matplotlib bar graph?,9489669_9489768_12,9489669
3412743,0.034249362255392525,"return object.__getattribute__(self, attr_name)",Python decorator makes function forget that it belongs to a class,306130_3412743_4,306130
23062183,0.034249300371891916,import matplotlib.pyplot as plt,Plot histogram with colors taken from colormap,23061657_23062183_4,23061657
2054374,0.03424919382885236,"if __name__ == '__main__':
    pass",Asynchronous data through Bloomberg's new data API (COM v3) with Python?,2005234_2054374_19,2005234
41754927,0.0342490497597453,fig.add_tools(bokeh.models.TapTool(callback=TapCallback)),Bokeh - how to make HoverTool tooltips stick to points on click?,41640536_41754927_9,41640536
4498956,0.03424904454759716,"p = subprocess.Popen(['p:\\ath\\to\\gsprint.exe', 'test.pdf'], stdout=
    subprocess.PIPE, stderr=subprocess.PIPE)",Silent printing of a PDF in Python,4498099_4498956_2,4498099
9873804,0.03424898601173068,"f = lambda m, n: [(i * n // m + n // (2 * m)) for i in range(m)]",Choose m evenly spaced elements from a sequence of length n,9873626_9873804_1,9873626
1818241,0.034248898563411075,"def __unicode__(self):
    return '%i' % self.sumid",Django-Use of unicode,1818224_1818241_2,1818224
3934647,0.03424867233905419,"view_menu.add_checkbutton(label='Show Not Done', onvalue=1, offvalue=0,
    variable=show_not_done)
menubar.add_cascade(label='View', menu=view_menu)
parent.config(menu=menubar)
parent.mainloop()",Making Menu options with Checkbutton in Tkinter?,3929355_3934647_14,3929355
10422157,0.03424858895607403,return self.x + z,Emit reStructuredText from sphinx autodoc?,10377576_10422157_9,10377576
26483691,0.03424854995333167,"column2 = []
readfile = open(file, 'r')
data_separator = ' '
column_separator = '    '
for line in readfile.readlines():
    line = line.rstrip('\n')
print(line)
columns = line.split(column_separator)
for column in columns:
    if not column:
        continue
column1.append(column.split(data_separator)[0])
column2.append(column.split(data_separator)[1])
readfile.close()",How to Split into Columns,26483287_26483691_15,26483287
7399453,0.03424836868815917,cron.get_next(datetime.datetime),Parsing crontab-style lines,7390170_7399453_1,7390170
4573259,0.034248273989506854,self.user = 'foo',Using Tornado with Pika for Asynchronous Queue Monitoring,4483440_4573259_14,4483440
22612295,0.03424827301434795,font_size = 36,How to use unicode characters with PIL?,18942605_22612295_13,18942605
1306571,0.03424823602816111,m = hashlib.sha256(),Calculating a SHA hash with a string + secret key in python,1306550_1306571_1,1306550
7217110,0.03424807679435401,sport.check_all(),How to split python script in parts and to import the parts in a loop?,7216993_7217110_7,7216993
2811103,0.03424775940447565,"def __unicode__(self):
    return self.poll.question",Model Django Poll,2811075_2811103_2,2811075
27404221,0.03424770103672353,"def __get__(self, instance, owner):
    return self.value",Implementing a decorator to limit setters,27403691_27404221_7,27403691
778399,0.03424763600459061,"def clean_email(self):
    email = self.cleaned_data['username']
return email",Accepting email address as username in Django,778382_778399_7,778382
12762056,0.03424758707427767,break,How to use append with pickle in python?,12761991_12762056_15,12761991
2504486,0.03424746415417072,"fprintf(stderr, 'Slave device: %s\n', ptsname(pt))",Fake serial communication under Linux,2500420_2504486_1,2500420
8204981,0.03424728479248442,x = np.random.random(10),Matplotlib scatterplot; colour as a function of a third variable,8202605_8204981_9,8202605
14547584,0.034247143813438435,from collections import defaultdict,Hachoir - Retrieving data from a group,14546533_14547584_7,14546533
2428785,0.03424704338459503,import time,datetime command line argument in python 2.4,2428746_2428785_3,2428746
17690013,0.034246784853027255,"class strings:
    pass",constant string file in python,17689911_17690013_4,17689911
31419530,0.034246763060236295,"def hello():
    client_ip = request.environ.get('REMOTE_ADDR')",How to get client IP address using python bottle framework,31405812_31419530_5,31405812
8177393,0.034246727385064644,"session.add(doc)
session.commit()","SQLAlchemy expects an object, but finds a Table",8170333_8177393_8,8170333
