id,query,hits@5,label candidates,code@1,code@2,code@3,code@4,code@5
327,how to call multiple bash functions using | in python,0,"subprocess.check_call('vasp | tee tee_output', shell=True)",subprocess.call(['./test.sh']),"os.system('powershell.exe', 'script.ps1')","re.search('(?<!Distillr)\\\\AcroTray\\.exe', 'C:\\SomeDir\\AcroTray.exe')","shutil.copy(srcfile, dstdir)","subprocess.check_output('ps -ef | grep something | wc -l', shell=True)"
52,Flattening a shallow list in Python,0,[image for menuitem in list_of_menuitems for image in menuitem],[x for x in myList if x.n == 30],len(my_list),lst = [Object() for _ in range(100)],len(l),lst = [Object() for i in range(100)]
5,How I can get rid of None values in dictionary?,0,"res = {k: v for k, v in list(kwargs.items()) if v is not None} <EOC> res = dict((k, v) for k, v in kwargs.items() if v is not None)",del d['ele'],{i: d[i] for i in d if i != 'c'},"[value for key, value in list(dict1.items()) if key.startswith('EMP$$')]","(k for k, v in x.items() if v != 0)",list(dict.keys())[-1]
252,Python split string based on regex,1,"re.split('[ ](?=[A-Z]+\\b)', input) <EOC> re.split('[ ](?=[A-Z])', input)","re.search('\\[(.*)\\]', your_string).group(1)","print(re.search('(?P<url>https?://[^\\s]+)', myString).group('url'))","re.findall('\\((.*?)\\)|(\\w)', '(zyx)bc')","re.findall('(.*?)\\[.*?\\]', example_str)","re.split('[ ](?=[A-Z]+\\b)', input)"
233,start python script as background process from within a python script,1,"subprocess.Popen(['background-process', 'arguments'])","subprocess.Popen(['background-process', 'arguments'])",subprocess.call(['./test.sh']),"os.system('powershell.exe', 'script.ps1')","subprocess.call('sleep.sh', shell=True)",subprocess.Popen(['c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat'])
251,Regex and Octal Characters,1,"print(re.findall(""'\\\\[0-7]{1,3}'"", str))","re.findall('([a-fA-F\\d]{32})', data)","""""""it is icy"""""".replace('i', '')","print(re.findall(""'\\\\[0-7]{1,3}'"", str))","bool(re.search('ba[rzd]', 'foobarrrr'))","re.sub('\\D', '', 'aas30dsa20')"
345,Python how to write to a binary file?,1,"newFile.write(struct.pack('5B', *newFileBytes))","open('filename', 'wb').write(bytes_)","newFile.write(struct.pack('5B', *newFileBytes))","base64.b64encode(bytes('your string', 'utf-8'))",encoded = base64.b64encode('data to be encoded'),file.seek(0)
234,Python dictionary: Get list of values for list of keys,1,[mydict[x] for x in mykeys],[mydict[x] for x in mykeys],{i[1]: i[0] for i in list(myDictionary.items())},"dict((k, [d[k] for d in dicts]) for k in dicts[0])",{k: [d[k] for d in dicts] for k in dicts[0]},[dct[k] for k in lst]
245,Where do I get a SECRET_KEY for Flask?,1,app.config['SECRET_KEY'] = 'Your_secret_string',app.config['SECRET_KEY'] = 'Your_secret_string',"return HttpResponse('Unauthorized', status=401)",app.run(debug=True),"Flask(__name__, template_folder='wherever')",json.loads(request.body)
352,Is there a way to run powershell code in python,1,"os.system('powershell.exe', 'script.ps1')","os.system('powershell.exe', 'script.ps1')",subprocess.call(['./test.sh']),subprocess.Popen(['c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat']),"subprocess.Popen(['background-process', 'arguments'])","subprocess.call('sleep.sh', shell=True)"
248,Is it possible to wrap the text of xticks in matplotlib in python?,1,"ax.set_xticklabels(labels, rotation=45)","ax.set_xticklabels(labels, rotation=45)",ax.set_rlabel_position(135),"matplotlib.rc('font', **{'sans-serif': 'Arial', 'family': 'sans-serif'})","plt.plot(x, y, label='H\u2082O')","plt.plot(x, y, label='$H_2O$')"
244,Appending tuples to lists,1,"b.append((a[0][0], a[0][2]))",a.extend(list(b)),"b.append((a[0][0], a[0][2]))",list2.extend(list1),tuple(l),"level1 = map(list, level1)"
237,Replace all quotes in a string with escaped quotes?,1,"print(s.encode('unicode-escape').replace('""', '\\""'))","print(s.encode('unicode-escape').replace('""', '\\""'))",print('foo\nbar'.encode('string_escape')),raw_string.decode('string_escape'),"""""""\\a"""""".decode('string_escape')","""""""\\x89\\n"""""".decode('string_escape')"
351,Python regex findall numbers and dots,1,"re.findall('Test([0-9.]*[0-9]+)', text) <EOC> re.findall('Test([\\d.]*\\d+)', text)","[m.group(0) for m in re.finditer('(\\d)\\1*', s)]","re.findall('Test([\\d.]*\\d+)', text)","re.findall('n(?<=[^n]n)n+(?=[^n])(?i)', s)","print(re.findall(""'\\\\[0-7]{1,3}'"", str))","re.findall('\\b(\\w+)d\\b', s)"
347,Last Key in Python Dictionary,1,list(dict.keys())[-1],list(dict.keys())[-1],sorted(d.items()),sorted(o.items()),[mydict[x] for x in mykeys],del d['ele']
350,How to get max value in django ORM,1,AuthorizedEmail.objects.filter(group=group).order_by('-added')[0],Entry.objects.filter()[:1].get(),"b = models.CharField(max_length=7, default='0000000', editable=False)","max(lis, key=itemgetter(1))[0]",AuthorizedEmail.objects.filter(group=group).order_by('-added')[0],"max(lis, key=lambda item: item[1])[0]"
239,plotting stacked barplots on a panda data frame,1,"df.plot(kind='barh', stacked=True)","df.plot(kind='barh', stacked=True)","df['group'].plot(kind='bar', color=['r', 'g', 'b', 'r', 'g', 'b', 'r'])",df.plot(legend=False),"df.reset_index(level=['tick', 'obs'])","ax.set_xticklabels(labels, rotation=45)"
348,write line to file,1,"print('hi there', file=f) <EOC> f = open('myfile', 'w')
f.write('hi there\n')
f.close() <EOC> with open('somefile.txt', 'a') as the_file:
    the_file.write('Hello\n')","target.write('%r\n%r\n%r\n' % (line1, line2, line3))",myfile.write('\n'.join(lines)),"open('outfile', 'w').write('#test firstline\n' + open('infile').read())","f = open('myfile', 'w')
f.write('hi there\n')
f.close()","f = open('yourfile.txt', 'w')"
236,Numpy - Averaging multiple columns of a 2D array,1,"data.reshape(-1, j).mean(axis=1).reshape(data.shape[0], -1)",a.sum(axis=1),"np.mean(a, axis=1)","data.reshape(-1, j).mean(axis=1).reshape(data.shape[0], -1)","a[:, (np.newaxis)]","np.array([zip(x, y) for x, y in zip(a, b)])"
318,pandas DataFrame filter regex,1,df.loc[df[0].str.contains('(Hel|Just)')],df.b.str.contains('^f'),df.loc[df[0].str.contains('(Hel|Just)')],df[df['ids'].str.contains('ball')],"df.loc[df['Letters'] == 'C', 'Letters'].values[0]","df.replace({'\n': '<br>'}, regex=True)"
229,Django view returning json without using template,1,"return HttpResponse(data, mimetype='application/json')","return HttpResponse(data, mimetype='application/json')",json.loads(request.body),app.run(debug=True),"Flask(__name__, template_folder='wherever')","return HttpResponse('Unauthorized', status=401)"
362,Open file in Python,1,"open(path, 'r')","f = open('yourfile.txt', 'w')","open(path, 'r')","open(filename, 'w').close()",os.path.abspath('mydir/myfile.txt'),"os.chdir('/mydir')
for file in glob.glob('*.txt'):
    pass"
201,Removing duplicates from list of lists in Python,1,"list(dict((x[0], x) for x in L).values())","list(dict((x[0], x) for x in L).values())","[[x, l.count(x)] for x in set(l)]",list(set(t)),"[k for k, v in list(Counter(mylist).items()) if v > 1]",list2 = [x for x in list1 if x != []]
202,Reading a file without newlines,1,[line.rstrip('\n') for line in file],"open('outfile', 'w').write('#test firstline\n' + open('infile').read())",myfile.write('\n'.join(lines)),[line.rstrip('\n') for line in file],[x for x in myfile.splitlines() if x != ''],"f = open('yourfile.txt', 'w')"
205,How do I simulate a progress counter in a command line application in Python?,1,time.sleep(1),time.sleep(1),sys.stdout.write('.'),'ME' + str(i),input('Enter your input:'),"subprocess.call('sleep.sh', shell=True)"
207,Default value for field in Django model,1,"b = models.CharField(max_length=7, default='0000000', editable=False)","b = models.CharField(max_length=7, default='0000000', editable=False)",MyModel.objects.update(timestamp=F('timestamp') + timedelta(days=36524.25)),type(v),"""""""({0.goals} goals, ${0.penalties})"""""".format(self)","getattr(obj, 'attr')"
361,Is there a function in Python to split a string without ignoring the spaces?,1,"mystring.replace(' ', '! !').split('!')","s.split(' ', 4)","re.split('[ ](?=[A-Z]+\\b)', input)",print(x.rpartition('-')[0]),"mystring.replace(' ', '! !').split('!')","re.split('[ ](?=[A-Z])', input)"
209,Python: convert list to generator,1,"(n for n in [1, 2, 3, 5])","(n for n in [1, 2, 3, 5])","print([item for item in [1, 2, 3]])","next(itertools.islice(range(10), 5, 5 + 1))","result = ((a for (a, b) in original), (b for (a, b) in original))",type(i)
210,Remove multiple items from list in Python,1,"newlist = [v for i, v in enumerate(oldlist) if i not in removelist]","newlist = [v for i, v in enumerate(oldlist) if i not in removelist]",list2 = [x for x in list1 if x != []],list2 = [x for x in list1 if x],"newlist = sorted(l, key=itemgetter('name'), reverse=True)",[x[::-1] for x in b]
360,Using Regular Expressions to extract specific urls in python,1,"re.findall('""(http.*?)""', s, re.MULTILINE | re.DOTALL) <EOC> re.findall('http://[^t][^s""]+\\.html', document)","print(re.search('(?P<url>https?://[^\\s]+)', myString).group('url'))","re.findall('http://[^t][^s""]+\\.html', document)","re.findall('\\((.*?)\\)|(\\w)', '(zyx)bc')","print(re.search('>.*<', line).group(0))","re.findall('src=""js/([^""]*\\bjquery\\b[^""]*)""', data)"
212,Attribute getters in python,1,"getattr(obj, 'attr')","getattr(obj, 'attr')","getattr(my_object, my_str)","super(Derived, cls).do(a)",(type(o) is str),type(v)
213,How do I convert tuple of tuples to list in one line (pythonic)?,1,"from functools import reduce
reduce(lambda a, b: a + b, (('aa',), ('bb',), ('cc',))) <EOC> map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))",tuple(l),"map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))",len(my_tuple),list(t),"zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e',)])"
359,How to get the highest element in absolute value in a numpy matrix?,1,"max(x.min(), x.max(), key=abs)","max(x.min(), x.max(), key=abs)",max([max(i) for i in matrix]),"np.maximum([2, 3, 4], [1, 5, 2])","a[:, (np.newaxis)]","a[np.where((a[:, (0)] == 0) * (a[:, (1)] == 1))]"
354,How do I get all the keys that are stored in the Cassandra column family with pycassa?,1,list(cf.get_range().get_keys()),list(cf.get_range().get_keys()),"db.GqlQuery('SELECT * FROM Schedule WHERE station = $1', foo.key())",cursor.fetchone()[0],"df.to_sql('test', engine, schema='a_schema')",type(v)
216,Python JSON serialize a Decimal object,1,json.dumps(Decimal('3.9')),json.dumps(Decimal('3.9')),json_data = json.loads(unescaped),(type(o) is str),type(v),s.encode('iso-8859-15')
218,Is there a one line code to find maximal value in a matrix?,1,max([max(i) for i in matrix]),max([max(i) for i in matrix]),"np.maximum([2, 3, 4], [1, 5, 2])","max(x.min(), x.max(), key=abs)","matrix = [[a, b], [c, d], [e, f]]","max(k for k, v in x.items() if v != 0)"
219,Python - how to round down to 2 decimals,1,"answer = str(round(answer, 2))","round(1.923328437452, 3)",int(round(2.51 * 100)),"answer = str(round(answer, 2))","float('123,456.908'.replace(',', ''))",print('{0:.0f}%'.format(1.0 / 3 * 100))
220,Extract IP address from an html string (python),1,"ip = re.findall('[0-9]+(?:\\.[0-9]+){3}', s)","print(socket.getaddrinfo('google.com', 80))","ip = re.findall('[0-9]+(?:\\.[0-9]+){3}', s)",print(soup.find(text='Address:').findNext('td').contents[0]),"for i in range(256):
    for j in range(256):
        ip = ('192.168.%d.%d' % (i, j))
        print(ip)","response = urllib.request.urlopen('http://www.example.com/')
html = response.read()"
221,How do I filter a pandas DataFrame based on value counts?,1,df.groupby('A').filter(lambda x: len(x) > 1),df.dropna(subset=[1]),df.groupby('A').filter(lambda x: len(x) > 1),df['A'][(df['B'] > 50) & (df['C'] == 900)],all(df.index[:-1] <= df.index[1:]),df.iloc[np.flatnonzero(df['BoolCol'])]
358,Best way to choose a random file from a directory,1,random.choice(os.listdir('C:\\')),random.choice(os.listdir('C:\\')),"for (root, dirs, filenames) in os.walk(source):
    for f in filenames:
        pass","for (root, dirs, files) in os.walk('/mydir'):
    for file in files:
        if file.endswith('.txt'):
            pass","for fn in os.listdir('.'):
    if os.path.isfile(fn):
        pass",shutil.rmtree('/folder_name')
357,Subtract a value from every number in a list in Python?,1,a[:] = [(x - 13) for x in a],numlist = [float(x) for x in numlist],a[:] = [(x - 13) for x in a],"print(' '.join(map(str, l)))","sorted(list, key=lambda x: (x[0], -x[1]))","map(int, eval(input('Enter the unfriendly numbers: ')))"
356,How to get the index of an integer from a list if the list contains a boolean?,1,"next(i for i, x in enumerate(lst) if not isinstance(x, bool) and x == 1)","next(i for i, x in enumerate(lst) if not isinstance(x, bool) and x == 1)","[i for (i, x) in enumerate(testlist) if (x == 1)]","for i in [i for (i, x) in enumerate(testlist) if (x == 1)]:
    pass","for i in (i for (i, x) in enumerate(testlist) if (x == 1)):
    pass",all(x == myList[0] for x in myList)
223,Adding Colorbar to a Spectrogram,1,"plt.colorbar(mappable=mappable, cax=ax3)","plt.colorbar(mappable=mappable, cax=ax3)","plt.scatter(np.random.randn(100), np.random.randn(100), facecolors='none')",ax.set_rlabel_position(135),"plt.plot(np.random.randn(100), np.random.randn(100), 'o', mfc='none')","ax.set_xticklabels(labels, rotation=45)"
224,Count most frequent 100 words from sentences in Dataframe Pandas,1,Counter(' '.join(df['text']).split()).most_common(100),Counter(' '.join(df['text']).split()).most_common(100),"re.split('(\\W+)', 'Words, words, words.')","len(max(words, key=len))",x.set_index('name').index.get_duplicates(),"df.set_index(list('BC')).drop(tuples, errors='ignore').reset_index()"
253,Using Python Requests to send file and JSON in single request,1,"r = requests.post(url, files=files, headers=headers, data=data)","r = requests.post(url, files=files, headers=headers, data=data)","requests.post(url, data=DATA, headers=HEADERS_DICT, auth=(username, password))","u = urllib.request.urlopen(url)
f = open(file_name, 'wb')
meta = u.info()
file_size = int(meta.getheaders('Content-Length')[0])
print(('Downloading: %s Bytes: %s' % (file_name, file_size)))
file_size_dl = 0
block_sz = 8192
while True:
    buffer = u.read(block_sz)
    if (not buffer):
        break
    file_size_dl += len(buffer)
    f.write(buffer)
    status = ('%10d  [%3.2f%%]' % (file_size_dl, ((file_size_dl * 100.0) / file_size)))
    status = (status + (chr(8) * (len(status) + 1)))
    print(status, end=' ')
f.close()","urllib.request.urlretrieve(url, file_name)","open(filename, 'w').close()"
227,"Python: How to get a value of datetime.today() that is ""timezone aware""?",1,datetime.now(pytz.utc),datetime.now(pytz.utc),datetime.datetime.now(),"time.strptime('30/03/09 16:31:32.123', '%d/%m/%y %H:%M:%S.%f')",datetime.datetime.now().strftime('%H:%M:%S.%f'),"datetime.datetime.strptime(string_date, '%Y-%m-%d %H:%M:%S.%f')"
228,Python: How to remove empty lists from a list?,1,list2 = [x for x in list1 if x != []] <EOC> list2 = [x for x in list1 if x],"next(i for i, x in enumerate(lst) if not isinstance(x, bool) and x == 1)",list2 = [x for x in list1 if x != []],len(my_list),[x for x in myList if x.n == 30],list(set(source_list))
217,Add key to a dictionary,1,"d['mynewkey'] = 'mynewvalue' <EOC> data.update({'a': 1, }) <EOC> data.update(dict(a=1)) <EOC> data.update(a=1)",my_dict.update({'third_key': 1}),d['mynewkey'] = 'mynewvalue',"dict([('Name', 'Joe'), ('Age', 22)])",[mydict[x] for x in mykeys],sorted(d.items())
226,Generate all subsets of size k (containing k elements) in Python,1,"list(itertools.combinations((1, 2, 3), 2))","list(itertools.combinations((1, 2, 3), 2))","map(None, *[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e',)])","b.append((a[0][0], a[0][2]))","map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))","result = ((a for (a, b) in original), (b for (a, b) in original))"
260,How to check if a path is absolute path or relative path in cross platform way with Python?,1,os.path.isabs(my_path),os.path.isabs(my_path),os.path.basename(os.path.dirname(os.path.realpath(__file__))),os.path.abspath('mydir/myfile.txt'),distutils.dir_util.mkpath(path),"for fn in os.listdir('.'):
    if os.path.isfile(fn):
        pass"
255,Mapping dictionary value to list,1,[dct[k] for k in lst],[dct[k] for k in lst],{k: [d[k] for d in dicts] for k in dicts[0]},[mydict[x] for x in mykeys],"dict((k, [d[k] for d in dicts]) for k in dicts[0])",{i[1]: i[0] for i in list(myDictionary.items())}
291,Converting a hex-string representation to actual bytes in Python,1,"""""""\\xF3\\xBE\\x80\\x80"""""".replace('\\x', '').decode('hex')","struct.unpack('!f', '470FC614'.decode('hex'))[0]",bytes.fromhex('4a4b4c').decode('utf-8'),"struct.unpack('H', struct.pack('h', number))","""""""\\xF3\\xBE\\x80\\x80"""""".replace('\\x', '').decode('hex')",raw_byte_string.decode('unicode_escape')
292,How to select the last column of dataframe,1,df[df.columns[-1]],df[df.columns[-1]],df.dropna(subset=[1]),df.groupby('id').first(),"df['c'] = np.where(df['a'].isnull, df['b'], df['a'])","df.loc[df['Letters'] == 'C', 'Letters'].values[0]"
293,How to get a value from a Pandas DataFrame and not the index and object type,1,"df.loc[df['Letters'] == 'C', 'Letters'].values[0]","pd.DataFrame({'email': sf.index, 'list': sf.values})",df.loc[df['BoolCol']],df.index.get_loc('bob'),"df.loc[df['Letters'] == 'C', 'Letters'].values[0]",type(v)
295,determine the variable type,1,type(i) <EOC> type(v) <EOC> type(v) <EOC> type(v) <EOC> type(v) <EOC> print(type(variable_name)),print(type(variable_name)),"isinstance(obj, str)","isinstance(o, str)","isinstance(obj_to_test, str)",(type(o) is str)
296,Get the nth item of a generator in Python,1,"next(itertools.islice(range(10), 5, 5 + 1))","next(itertools.islice(range(10), 5, 5 + 1))","(n for n in [1, 2, 3, 5])","gen = (i for (i, x) in enumerate(testlist) if (x == 1))
for i in gen:
    pass",type(i),[x for x in myList if x.n == 30]
335,Django filter by hour,1,Entry.objects.filter(pub_date__contains='08:00'),Entry.objects.filter(pub_date__contains='08:00'),AuthorizedEmail.objects.filter(group=group).order_by('-added')[0],Entry.objects.filter()[:1].get(),MyModel.objects.update(timestamp=F('timestamp') + timedelta(days=36524.25)),"sorted(li, key=lambda x: datetime.strptime(x[1], '%d/%m/%Y'), reverse=True)"
333,How do I get JSON data from RESTful service using Python?,1,json.load(urllib.request.urlopen('url')),json.loads(request.body),"requests.post(url, data=DATA, headers=HEADERS_DICT, auth=(username, password))","return HttpResponse(data, mimetype='application/json')",json.load(urllib.request.urlopen('url')),result[0]['from_user']
298,Python concat string with list,1,""""""" """""".join(list)",""""""""""""".join(['a', 'b', 'c'])",""""""""""""".join(['A', 'B', 'C', 'D'])",""""""" """""".join(list)",""""""","""""".join(l)",a.extend(b)
332,Variants of string concatenation?,1,""""""""""""".join(['A', 'B', 'C', 'D'])",""""""""""""".join(['a', 'b', 'c'])",a.extend(b),""""""""""""".join(['A', 'B', 'C', 'D'])",""""""","""""".join(l)",""""""" """""".join(list)"
300,How do you read a file into a list in Python?,1,"data = [line.strip() for line in open('C:/name/MyDocuments/numbers', 'r')]",[line.split() for line in open('File.txt')],"data = [line.strip() for line in open('C:/name/MyDocuments/numbers', 'r')]",[line.rstrip('\n') for line in file],"lol = list(csv.reader(open('text.txt', 'rb'), delimiter='\t'))","pickle.dump(mylist, open('save.txt', 'wb'))"
330,How to sort a Dataframe by the ocurrences in a column in Python (pandas),1,"df.groupby('prots').sum().sort('scores', ascending=False)","df.groupby('prots').sum().sort('scores', ascending=False)",df['index1'] = df.index,"df.sort_values(['System_num', 'Dis'])",df['D'] = df['B'],df[df.columns[-1]]
302,How to drop rows of Pandas DataFrame whose value in certain columns is NaN,1,df.dropna(subset=[1]),"df['c'] = np.where(df['a'].isnull, df['b'], df['a'])",df.iloc[np.flatnonzero(df['BoolCol'])],df.dropna(subset=[1]),df.loc[df['BoolCol']],df[df['BoolCol']].index.tolist()
287,Most efficient way to get the integer index of a key in pandas,1,df.index.get_loc('bob'),"df.sort_values(['System_num', 'Dis'])",df['index1'] = df.index,"df.groupby('prots').sum().sort('scores', ascending=False)",df.index.get_loc('bob'),df.groupby('id').first()
328,How to eliminate all strings from a list,1,"[element for element in lst if isinstance(element, int)] <EOC> [element for element in lst if not isinstance(element, str)]","[element for element in lst if not isinstance(element, str)]","[x for x in ['AAT', 'XAC', 'ANT', 'TTA'] if 'X' not in x and 'N' not in x]",list2 = [x for x in list1 if x],[''.join(str(d) for d in x) for x in L],list(set(source_list))
306,Python float to int conversion,1,int(round(2.51 * 100)),int(round(2.51 * 100)),"round(1.923328437452, 3)","my_float = float(my_string.replace(',', ''))",int('1'),"answer = str(round(answer, 2))"
326,Sort A list of Strings Based on certain field,1,"sorted(list_of_strings, key=lambda s: s.split(',')[1])","sorted(list_of_strings, key=lambda s: s.split(',')[1])","l.sort(key=lambda x: (x['title'], x['title_url'], x['id']))",l.sort(key=lambda x: x['title']),mylist.sort(key=lambda x: x['title']),list_of_dicts.sort(key=operator.itemgetter('name'))
308,Pandas (python) plot() without a legend,1,df.plot(legend=False),df.plot(legend=False),"df.plot(kind='barh', stacked=True)","df['group'].plot(kind='bar', color=['r', 'g', 'b', 'r', 'g', 'b', 'r'])","df.reset_index(level=['tick', 'obs'])",ax.set_rlabel_position(135)
323,Download file from web in Python 3,1,"urllib.request.urlretrieve(url, file_name)","urllib.request.urlretrieve(url, file_name)","u = urllib.request.urlopen(url)
f = open(file_name, 'wb')
meta = u.info()
file_size = int(meta.getheaders('Content-Length')[0])
print(('Downloading: %s Bytes: %s' % (file_name, file_size)))
file_size_dl = 0
block_sz = 8192
while True:
    buffer = u.read(block_sz)
    if (not buffer):
        break
    file_size_dl += len(buffer)
    f.write(buffer)
    status = ('%10d  [%3.2f%%]' % (file_size_dl, ((file_size_dl * 100.0) / file_size)))
    status = (status + (chr(8) * (len(status) + 1)))
    print(status, end=' ')
f.close()",r = requests.get(url),"r = requests.post(url, files=files, headers=headers, data=data)","urllib.request.urlretrieve('http://www.example.com/songs/mp3.mp3', 'mp3.mp3')"
310,Python/Numpy: Convert list of bools to unsigned int,1,"sum(1 << i for i, b in enumerate(x) if b)","sum(1 << i for i, b in enumerate(x) if b)","a[np.where((a[:, (0)] == 0) * (a[:, (1)] == 1))]",numpy.array(a)[0].tolist(),numpy.array(a).reshape(-1).tolist(),"np.array((a, b))"
311,Python: How to write multiple strings in one line?,1,"target.write('%r\n%r\n%r\n' % (line1, line2, line3))","target.write('%r\n%r\n%r\n' % (line1, line2, line3))",""""""","""""".join(l)",""""""" """""".join(list)",a.extend(b),""""""""""""".join(['a', 'b', 'c'])"
322,Sending post data from angularjs to django as JSON and not as raw content,1,json.loads(request.body),"return HttpResponse(data, mimetype='application/json')",json.loads(request.body),app.run(debug=True),data.update(dict(a=1)),request.args['myParam']
313,"In Python, is it possible to escape newline characters when printing a string?",1,print('foo\nbar'.encode('string_escape')),print('foo\nbar'.encode('string_escape')),"print(s.encode('unicode-escape').replace('""', '\\""'))",print('\xd0\xbf\xd1\x80\xd0\xb8'.encode('raw_unicode_escape')),' a \n b \r\n c '.split('\n'),(type(o) is str)
314,String Slicing Python,1,""""""""""""".join(s.rsplit(',', 1))",""""""""""""".join(s.rsplit(',', 1))","""""""QH QD JC KD JS"""""".split()","s.split(' ', 4)",len(my_string),len(s)
321,How to count the number of times something occurs inside a certain string?,1,"""""""The big brown fox is brown"""""".count('brown')","""""""The big brown fox is brown"""""".count('brown')",l.count('a'),l.count('b'),'ME' + str(i),len(s)
316,Reading unicode elements into numpy array,1,"arr = numpy.fromiter(codecs.open('new.txt', encoding='utf-8'), dtype='<U2')","arr = numpy.fromiter(codecs.open('new.txt', encoding='utf-8'), dtype='<U2')",'Sopet\xc3\xb3n'.encode('latin-1').decode('utf-8'),bytes.fromhex('4a4b4c').decode('utf-8'),"re.findall('([a-fA-F\\d]{32})', data)","""""""\\x89\\n"""""".decode('string_escape')"
320,How to create a list of date string in 'yyyymmdd' format with Python Pandas?,1,"[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]","[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]",df['date'].apply(lambda x: x.toordinal()),data['weekday'] = data['my_dt'].apply(lambda x: x.weekday()),"df.xs('sat', level='day', drop_level=False)",(datetime.datetime.now() - datetime.timedelta(days=7)).date()
304,converting list of string to list of integer,1,"nums = [int(x) for x in intstringlist] <EOC> map(int, eval(input('Enter the unfriendly numbers: ')))",nums = [int(x) for x in intstringlist],numlist = [float(x) for x in numlist],"user_list = [int(number) for number in user_input.split(',')]","[element for element in lst if isinstance(element, int)]","[int(s) for s in user.split(',')]"
254,How to write bytes to a file in Python 3 without knowing the encoding?,1,"open('filename', 'wb').write(bytes_)","open('filename', 'wb').write(bytes_)","base64.b64encode(bytes('your string', 'utf-8'))",'Sopet\xc3\xb3n'.encode('latin-1').decode('utf-8'),encoded = 'data to be encoded'.encode('ascii'),raw_byte_string.decode('unicode_escape')
199,Pandas writing dataframe to other postgresql schema,1,"df.to_sql('test', engine, schema='a_schema')","df.to_sql('test', engine, schema='a_schema')",session.execute('INSERT INTO t1 (SELECT * FROM t2)'),(type(o) is str),MyModel.objects.update(timestamp=F('timestamp') + timedelta(days=36524.25)),"db.execute(""INSERT INTO present VALUES('test2', ?, 10)"", (None,))"
285,Pandas datetime column to ordinal,1,df['date'].apply(lambda x: x.toordinal()),df['date'].apply(lambda x: x.toordinal()),data['weekday'] = data['my_dt'].apply(lambda x: x.weekday()),"[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]","df.xs('sat', level='day', drop_level=False)","then = datetime.datetime.strptime(when, '%Y-%m-%d').date()"
344,Is there a Python Library that contains a list of all the ascii characters?,1,[chr(i) for i in range(127)],[chr(i) for i in range(127)],len(my_string),'Sopet\xc3\xb3n'.encode('latin-1').decode('utf-8'),bytes.fromhex('4a4b4c').decode('utf-8'),raw_byte_string.decode('unicode_escape')
256,How to find duplicate names using pandas?,1,x.set_index('name').index.get_duplicates(),x.set_index('name').index.get_duplicates(),"df.groupby(['col1', 'col2'])['col3'].nunique().reset_index()",df.groupby('id').first(),"df.set_index(list('BC')).drop(tuples, errors='ignore').reset_index()",df.groupby('A').filter(lambda x: len(x) > 1)
257,Truncating floats in Python,1,"round(1.923328437452, 3)","float('123,456.908'.replace(',', ''))","round(1.923328437452, 3)","my_float = float(my_string.replace(',', ''))",int(round(2.51 * 100)),"answer = str(round(answer, 2))"
258,Order list by date (String and datetime),1,"sorted(li, key=lambda x: datetime.strptime(x[1], '%d/%m/%Y'), reverse=True)","sorted(li, key=lambda x: datetime.strptime(x[1], '%d/%m/%Y'), reverse=True)","l = sorted(l, key=itemgetter('time'), reverse=True)","l = sorted(l, key=lambda a: a['time'], reverse=True)","then = datetime.datetime.strptime(when, '%Y-%m-%d').date()","list.sort(key=lambda item: (item['points'], item['time']))"
259,Move radial tick labels on a polar plot in matplotlib,1,ax.set_rlabel_position(135),"ax.set_xticklabels(labels, rotation=45)",ax.set_rlabel_position(135),"plt.plot(np.random.randn(100), np.random.randn(100), 'o', mfc='none')","matplotlib.rc('font', **{'sans-serif': 'Arial', 'family': 'sans-serif'})","plt.plot(x, y, label='H\u2082O')"
319,How do I find the string between two special characters?,1,"re.search('\\[(.*)\\]', your_string).group(1)","re.search('\\[(.*)\\]', your_string).group(1)",'abcd}def}'.rfind('}'),"print(re.search('(?P<url>https?://[^\\s]+)', myString).group('url'))","print(re.findall('(https?://[^\\s]+)', myString))","print(re.search('>.*<', line).group(0))"
343,How to convert a string data to a JSON object in python?,1,json_data = json.loads(unescaped),json_data = json.loads(unescaped),"d = ast.literal_eval(""{'code1':1,'code2':1}"")",json.loads(request.body),encoded = 'data to be encoded'.encode('ascii'),"print(s.encode('unicode-escape').replace('""', '\\""'))"
262,Pandas dataframe get first row of each group,1,df.groupby('id').first(),df.groupby('id').first(),df.groupby('A').filter(lambda x: len(x) > 1),df[df.columns[-1]],"df.groupby(['col1', 'col2'])['col3'].nunique().reset_index()",df.dropna(subset=[1])
