id,query,hits@5,label candidates,code@1,code@2,code@3,code@4,code@5
345,Python how to write to a binary file?,1,"newFile.write(struct.pack('5B', *newFileBytes))","newFile.write(struct.pack('5B', *newFileBytes))","open('filename', 'wb').write(bytes_)","struct.unpack('H', struct.pack('h', number))",bytes.fromhex('4a4b4c').decode('utf-8'),"""""""\\xF3\\xBE\\x80\\x80"""""".replace('\\x', '').decode('hex')"
238,Partitioning a string in Python by a regular expression,1,"re.split('(\\W+)', s)","re.split('(\\W+)', s)","re.split(' +', 'hello world sample text')","re.split('[ ](?=[A-Z]+\\b)', input)","re.split('(\\W+)', 'Words, words, words.')","[m.group(0) for m in re.finditer('(\\d)\\1*', s)]"
241,finding index of multiple items in a list,1,"[i for i, j in enumerate(myList) if 'how' in j.lower() or 'what' in j.lower()]",print(testlist.index(element)),"[index for index, item in enumerate(thelist) if item[0] == '332']","[i for (i, x) in enumerate(testlist) if (x == 1)]",all(x == myList[0] for x in myList),"[i for i, j in enumerate(myList) if 'how' in j.lower() or 'what' in j.lower()]"
351,Python regex findall numbers and dots,1,"re.findall('Test([0-9.]*[0-9]+)', text) <EOC> re.findall('Test([\\d.]*\\d+)', text)","[m.group(0) for m in re.finditer('(\\d)\\1*', s)]","re.findall('\\b(\\w+)d\\b', s)","[re.sub('(?<!\\d)\\.(?!\\d)', ' ', i) for i in s]","re.findall('n(?<=[^n]n)n+(?=[^n])(?i)', s)","re.findall('Test([\\d.]*\\d+)', text)"
350,How to get max value in django ORM,1,AuthorizedEmail.objects.filter(group=group).order_by('-added')[0],Entry.objects.filter()[:1].get(),AuthorizedEmail.objects.filter(group=group).order_by('-added')[0],Entry.objects.filter(pub_date__contains='08:00'),"b = models.CharField(max_length=7, default='0000000', editable=False)",MyModel.objects.update(timestamp=F('timestamp') + timedelta(days=36524.25))
252,Python split string based on regex,1,"re.split('[ ](?=[A-Z]+\\b)', input) <EOC> re.split('[ ](?=[A-Z])', input)","re.split(' +', 'hello world sample text')","re.split('[ ](?=[A-Z]+\\b)', input)","re.split('(\\W+)', s)","re.split('(\\W+)', 'Words, words, words.')","re.findall('\\b(\\w+)d\\b', s)"
251,Regex and Octal Characters,1,"print(re.findall(""'\\\\[0-7]{1,3}'"", str))","print(re.findall(""'\\\\[0-7]{1,3}'"", str))","re.findall('([a-fA-F\\d]{32})', data)","re.sub('^[A-Z0-9]*(?![a-z])', '', string)","re.findall('Test([\\d.]*\\d+)', text)","re.sub('[^A-Za-z0-9]+', '', mystring)"
244,Appending tuples to lists,1,"b.append((a[0][0], a[0][2]))","b.append((a[0][0], a[0][2]))","[val for pair in zip(l1, l2) for val in pair]",tuple(l),"zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e',)])",a.extend(list(b))
250,get current directory - Python,1,os.path.basename(os.path.dirname(os.path.realpath(__file__))),os.chdir(owd),os.path.abspath('mydir/myfile.txt'),os.path.basename(os.path.dirname(os.path.realpath(__file__))),distutils.dir_util.mkpath(path),os.path.isabs(my_path)
245,Where do I get a SECRET_KEY for Flask?,1,app.config['SECRET_KEY'] = 'Your_secret_string',app.config['SECRET_KEY'] = 'Your_secret_string',"return HttpResponse('Unauthorized', status=401)",app.run(debug=True),"requests.post(url, data=DATA, headers=HEADERS_DICT, auth=(username, password))","Flask(__name__, template_folder='wherever')"
237,Replace all quotes in a string with escaped quotes?,1,"print(s.encode('unicode-escape').replace('""', '\\""'))","print(s.encode('unicode-escape').replace('""', '\\""'))","brackets = re.sub('[^(){}[\\]]', '', s)","""""""obama"""""".replace('a', '%temp%').replace('b', 'a').replace('%temp%', 'b')",raw_string.decode('string_escape'),"re.sub('\\bH3\\b', 'H1', text)"
347,Last Key in Python Dictionary,1,list(dict.keys())[-1],list(dict.keys())[-1],sorted(d.items()),sorted(o.items()),len(list(yourdict.keys())),"max(lis, key=itemgetter(1))[0]"
246,How to unpack a Series of tuples in Pandas?,1,"pd.DataFrame(out.tolist(), columns=['out-1', 'out-2'], index=out.index)","pd.concat([df[0].apply(pd.Series), df[1]], axis=1)","pd.DataFrame({'email': sf.index, 'list': sf.values})",df.groupby('id').first(),"df.reset_index(level=['tick', 'obs'])","pd.DataFrame(out.tolist(), columns=['out-1', 'out-2'], index=out.index)"
243,take the content of a list and append it to another list,1,"list2.extend(list1) <EOC> list1.extend(mylog) <EOC> c.extend(a) <EOC> for line in mylog:
    list1.append(line)",a.extend(list(b)),"[y for x in data for y in (x if isinstance(x, list) else [x])]","b.append((a[0][0], a[0][2]))",[x[::-1] for x in b],list2.extend(list1)
349,Python - Unicode to ASCII conversion,1,s.encode('iso-8859-15'),'Sopet\xc3\xb3n'.encode('latin-1').decode('utf-8'),s.encode('iso-8859-15'),d.decode('cp1251').encode('utf8'),[chr(i) for i in range(127)],"""""""\\x89\\n"""""".decode('string_escape')"
319,How do I find the string between two special characters?,1,"re.search('\\[(.*)\\]', your_string).group(1)","re.search('\\[(.*)\\]', your_string).group(1)","mystring.replace(' ', '! !').split('!')","re.findall('(.+?):(.+?)\\b ?', text)",[x.strip() for x in '2.MATCHES $$TEXT$$ STRING'.split('$$TEXT$$')],"re.findall('""(http.*?)""', s, re.MULTILINE | re.DOTALL)"
235,Create dictionary from lists of keys and multiple values,1,"dict([('Name', 'Joe'), ('Age', 22)])","[(x['x'], x['y']) for x in d]",[dct[k] for k in lst],"dict([('Name', 'Joe'), ('Age', 22)])",{k: [d[k] for d in dicts] for k in dicts[0]},"dict((k, [d[k] for d in dicts]) for k in dicts[0])"
362,Open file in Python,1,"open(path, 'r')","open(path, 'r')","open(filename, 'w').close()","file = open('Output.txt', 'a')",file.seek(0),"f = open('yourfile.txt', 'w')"
361,Is there a function in Python to split a string without ignoring the spaces?,1,"mystring.replace(' ', '! !').split('!')","""""""QH QD JC KD JS"""""".split()","re.split(' +', 'hello world sample text')","mystring.replace(' ', '! !').split('!')","s.split(' ', 4)","re.split('(\\W+)', s)"
201,Removing duplicates from list of lists in Python,1,"list(dict((x[0], x) for x in L).values())","list(dict((x[0], x) for x in L).values())",list(set(t)),"zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4)])","zip(*[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e',)])",list(set(source_list))
202,Reading a file without newlines,1,[line.rstrip('\n') for line in file],line.split(),file.seek(0),"open('outfile', 'w').write('#test firstline\n' + open('infile').read())",[x for x in myfile.splitlines() if x != ''],[line.rstrip('\n') for line in file]
205,How do I simulate a progress counter in a command line application in Python?,1,time.sleep(1),time.sleep(1),"subprocess.call('sleep.sh', shell=True)","os.kill(os.getpid(), signal.SIGUSR1)","subprocess.Popen(['background-process', 'arguments'])",subprocess.call(['notepad'])
207,Default value for field in Django model,1,"b = models.CharField(max_length=7, default='0000000', editable=False)","b = models.CharField(max_length=7, default='0000000', editable=False)",Entry.objects.filter()[:1].get(),MyModel.objects.update(timestamp=F('timestamp') + timedelta(days=36524.25)),Entry.objects.filter(pub_date__contains='08:00'),AuthorizedEmail.objects.filter(group=group).order_by('-added')[0]
358,Best way to choose a random file from a directory,1,random.choice(os.listdir('C:\\')),random.choice(os.listdir('C:\\')),os.path.abspath('mydir/myfile.txt'),os.chdir(owd),os.path.basename(os.path.dirname(os.path.realpath(__file__))),"for fn in os.listdir('.'):
    if os.path.isfile(fn):
        pass"
209,Python: convert list to generator,1,"(n for n in [1, 2, 3, 5])","print([item for item in [1, 2, 3]])","map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))","(n for n in [1, 2, 3, 5])","list(map(lambda x, y: x + y, word[:-1], word[1:]))",list(t)
210,Remove multiple items from list in Python,1,"newlist = [v for i, v in enumerate(oldlist) if i not in removelist]",list2 = [x for x in list1 if x != []],list2 = [x for x in list1 if x],"newlist = [v for i, v in enumerate(oldlist) if i not in removelist]",list(set(source_list)),"[k for k, v in list(Counter(mylist).items()) if v > 1]"
212,Attribute getters in python,1,"getattr(obj, 'attr')","getattr(obj, 'attr')","getattr(my_object, my_str)","super(Derived, cls).do(a)","res = dict((k, v) for k, v in kwargs.items() if v is not None)","print('""{}""'.format(word))"
213,How do I convert tuple of tuples to list in one line (pythonic)?,1,"from functools import reduce
reduce(lambda a, b: a + b, (('aa',), ('bb',), ('cc',))) <EOC> map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))",tuple(l),"b.append((a[0][0], a[0][2]))",list(t),"[y for x in data for y in (x if isinstance(x, list) else [x])]","map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))"
214,Python Pandas: How to replace a characters in a column of a dataframe?,1,"df['range'].replace(',', '-', inplace=True)","df.replace({'\n': '<br>'}, regex=True)","df['range'].replace(',', '-', inplace=True)","df.reset_index(level=0, inplace=True)","pd.DataFrame({'email': sf.index, 'list': sf.values})",df.loc[df[0].str.contains('(Hel|Just)')]
216,Python JSON serialize a Decimal object,1,json.dumps(Decimal('3.9')),json.dumps(Decimal('3.9')),"float('123,456.908'.replace(',', ''))","my_float = float(my_string.replace(',', ''))",json.load(urllib.request.urlopen('url')),json_data = json.loads(unescaped)
236,Numpy - Averaging multiple columns of a 2D array,1,"data.reshape(-1, j).mean(axis=1).reshape(data.shape[0], -1)","data.reshape(-1, j).mean(axis=1).reshape(data.shape[0], -1)","np.mean(a, axis=1)","x = np.asarray(x).reshape(1, -1)[(0), :]",a.sum(axis=1),"a[np.where((a[:, (0)] == 0) * (a[:, (1)] == 1))]"
218,Is there a one line code to find maximal value in a matrix?,1,max([max(i) for i in matrix]),max([max(i) for i in matrix]),"max(k for k, v in x.items() if v != 0)","max(lis, key=lambda item: item[1])[0]","max(lis, key=itemgetter(1))[0]","np.maximum([2, 3, 4], [1, 5, 2])"
220,Extract IP address from an html string (python),1,"ip = re.findall('[0-9]+(?:\\.[0-9]+){3}', s)",print(soup.find(text='Address:').findNext('td').contents[0]),"print(socket.getaddrinfo('google.com', 80))","re.findall('""(http.*?)""', s, re.MULTILINE | re.DOTALL)","ip = re.findall('[0-9]+(?:\\.[0-9]+){3}', s)",element.get_attribute('innerHTML')
221,How do I filter a pandas DataFrame based on value counts?,1,df.groupby('A').filter(lambda x: len(x) > 1),df.groupby('A').filter(lambda x: len(x) > 1),"df.fillna(df.mean(axis=1), axis=1)",df.astype(bool).sum(axis=1),Counter(' '.join(df['text']).split()).most_common(100),"df.groupby('prots').sum().sort('scores', ascending=False)"
355,how to create a file name with the current date & time in python?,1,datetime.datetime.now(),datetime.datetime.now(),"time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))",datetime.datetime.now().strftime('%H:%M:%S.%f'),datetime.now(pytz.utc),"time.strftime('%Y-%m-%d %H:%M:%S', time.gmtime(1236472051807 / 1000.0))"
223,Adding Colorbar to a Spectrogram,1,"plt.colorbar(mappable=mappable, cax=ax3)","plt.colorbar(mappable=mappable, cax=ax3)","plt.plot(np.random.randn(100), np.random.randn(100), 'o', mfc='none')","plt.scatter(np.random.randn(100), np.random.randn(100), facecolors='none')","plt.plot(x, y, label='H\u2082O')",ax.set_rlabel_position(135)
224,Count most frequent 100 words from sentences in Dataframe Pandas,1,Counter(' '.join(df['text']).split()).most_common(100),Counter(' '.join(df['text']).split()).most_common(100),df.groupby('A').filter(lambda x: len(x) > 1),"df.groupby(['col1', 'col2'])['col3'].nunique().reset_index()","pd.DataFrame({'email': sf.index, 'list': sf.values})","df.groupby('prots').sum().sort('scores', ascending=False)"
226,Generate all subsets of size k (containing k elements) in Python,1,"list(itertools.combinations((1, 2, 3), 2))","list(itertools.combinations((1, 2, 3), 2))","(n for n in [1, 2, 3, 5])","next(itertools.islice(range(10), 5, 5 + 1))","[sum(l[:i]) for i, _ in enumerate(l)]",sum([pair[0] for pair in list_of_pairs])
227,"Python: How to get a value of datetime.today() that is ""timezone aware""?",1,datetime.now(pytz.utc),datetime.now(pytz.utc),datetime.datetime.now(),"time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))",(datetime.datetime.now() - datetime.timedelta(days=7)).date(),"(t - datetime.datetime(1970, 1, 1)).total_seconds()"
229,Django view returning json without using template,1,"return HttpResponse(data, mimetype='application/json')","return HttpResponse(data, mimetype='application/json')",json.loads(request.body),"return HttpResponse('Unauthorized', status=401)","data.update({'a': 1, })",result[0]['from_user']
230,regex to get all text outside of brackets,1,"re.findall('(.*?)\\[.*?\\]', example_str) <EOC> re.findall('(.*?)(?:\\[.*?\\]|$)', example_str)",[x.strip() for x in '2.MATCHES $$TEXT$$ STRING'.split('$$TEXT$$')],"re.findall('(.+?):(.+?)\\b ?', text)","re.findall('(.*?)(?:\\[.*?\\]|$)', example_str)","re.findall('""(http.*?)""', s, re.MULTILINE | re.DOTALL)","re.search('\\[(.*)\\]', your_string).group(1)"
253,Using Python Requests to send file and JSON in single request,1,"r = requests.post(url, files=files, headers=headers, data=data)","r = requests.post(url, files=files, headers=headers, data=data)","requests.post(url, data=DATA, headers=HEADERS_DICT, auth=(username, password))","urllib.request.urlretrieve(url, file_name)","urllib.request.urlretrieve('http://www.example.com/songs/mp3.mp3', 'mp3.mp3')",r = requests.get(url)
352,Is there a way to run powershell code in python,1,"os.system('powershell.exe', 'script.ps1')","os.system('powershell.exe', 'script.ps1')",subprocess.Popen(['c:\\Program Files\\VMware\\VMware Server\\vmware-cmd.bat']),"subprocess.check_output('ps -ef | grep something | wc -l', shell=True)",subprocess.call(['./test.sh']),"subprocess.call('sleep.sh', shell=True)"
233,start python script as background process from within a python script,1,"subprocess.Popen(['background-process', 'arguments'])","subprocess.Popen(['background-process', 'arguments'])",subprocess.call(['./test.sh']),"subprocess.call('sleep.sh', shell=True)",subprocess.call(['notepad']),"os.system('powershell.exe', 'script.ps1')"
234,Python dictionary: Get list of values for list of keys,1,[mydict[x] for x in mykeys],{i: d[i] for i in d if i != 'c'},[dct[k] for k in lst],{i[1]: i[0] for i in list(myDictionary.items())},[mydict[x] for x in mykeys],"dict((k, [d[k] for d in dicts]) for k in dicts[0])"
356,How to get the index of an integer from a list if the list contains a boolean?,1,"next(i for i, x in enumerate(lst) if not isinstance(x, bool) and x == 1)","next(i for i, x in enumerate(lst) if not isinstance(x, bool) and x == 1)","[i for (i, x) in enumerate(testlist) if (x == 1)]",[x for x in mylist if len(x) == 3],"[i for i, j in enumerate(myList) if 'how' in j.lower() or 'what' in j.lower()]",all(predicate(x) for x in string)
254,How to write bytes to a file in Python 3 without knowing the encoding?,1,"open('filename', 'wb').write(bytes_)","open('filename', 'wb').write(bytes_)",'Sopet\xc3\xb3n'.encode('latin-1').decode('utf-8'),bytes.fromhex('4a4b4c').decode('utf-8'),"base64.b64encode(bytes('your string', 'utf-8'))",encoded = 'data to be encoded'.encode('ascii')
262,Pandas dataframe get first row of each group,1,df.groupby('id').first(),"df.groupby(['col1', 'col2'])['col3'].nunique().reset_index()",df.groupby('id').first(),df.groupby('A').filter(lambda x: len(x) > 1),df[df['BoolCol'] == True].index.tolist(),x.set_index('name').index.get_duplicates()
256,How to find duplicate names using pandas?,1,x.set_index('name').index.get_duplicates(),df.groupby('A').filter(lambda x: len(x) > 1),"df.groupby(['col1', 'col2'])['col3'].nunique().reset_index()",x.set_index('name').index.get_duplicates(),"pd.DataFrame({'email': sf.index, 'list': sf.values})",df.groupby('id').first()
291,Converting a hex-string representation to actual bytes in Python,1,"""""""\\xF3\\xBE\\x80\\x80"""""".replace('\\x', '').decode('hex')","""""""\\xF3\\xBE\\x80\\x80"""""".replace('\\x', '').decode('hex')",bytes.fromhex('4a4b4c').decode('utf-8'),"struct.unpack('!f', '470FC614'.decode('hex'))[0]","struct.unpack('H', struct.pack('h', number))","""""""Docs/src/Scripts/temp"""""".replace('/', '/\x00/').split('\x00')"
292,How to select the last column of dataframe,1,df[df.columns[-1]],df[df.columns[-1]],df.groupby('id').first(),"df.loc[df['Letters'] == 'C', 'Letters'].values[0]",df.index.get_loc('bob'),df.dropna(subset=[1])
293,How to get a value from a Pandas DataFrame and not the index and object type,1,"df.loc[df['Letters'] == 'C', 'Letters'].values[0]",df.loc[df['BoolCol']],"df.loc[df['Letters'] == 'C', 'Letters'].values[0]",df[df['BoolCol']].index.tolist(),df[df['BoolCol'] == True].index.tolist(),df.index.get_loc('bob')
332,Variants of string concatenation?,1,""""""""""""".join(['A', 'B', 'C', 'D'])",""""""""""""".join(['A', 'B', 'C', 'D'])",""""""""""""".join(['a', 'b', 'c'])",""""""","""""".join(l)",""""""" """""".join(list)",""""""""""""".join([char for char in 'it is icy' if char != 'i'])"
330,How to sort a Dataframe by the ocurrences in a column in Python (pandas),1,"df.groupby('prots').sum().sort('scores', ascending=False)","df.sort_values(['System_num', 'Dis'])","df.groupby('prots').sum().sort('scores', ascending=False)","df.reset_index(level=['tick', 'obs'])",df.groupby('id').first(),"df.xs('sat', level='day', drop_level=False)"
296,Get the nth item of a generator in Python,1,"next(itertools.islice(range(10), 5, 5 + 1))","next(itertools.islice(range(10), 5, 5 + 1))","(n for n in [1, 2, 3, 5])","gen = (i for (i, x) in enumerate(testlist) if (x == 1))
for i in gen:
    pass","map(None, *[('a', 1), ('b', 2), ('c', 3), ('d', 4), ('e',)])","[i for (i, x) in enumerate(testlist) if (x == 1)]"
297,printing double quotes around a variable,1,"print('""{}""'.format(word))","print('""{}""'.format(word))",print('foo\nbar'.encode('string_escape')),"brackets = re.sub('[^(){}[\\]]', '', s)",elements = ['%{0}%'.format(element) for element in elements],"'first string is: %s, second one is: %s' % (str1, 'geo.tif')"
328,How to eliminate all strings from a list,1,"[element for element in lst if isinstance(element, int)] <EOC> [element for element in lst if not isinstance(element, str)]","[x for x in ['AAT', 'XAC', 'ANT', 'TTA'] if 'X' not in x and 'N' not in x]",list2 = [x for x in list1 if x != []],"[element for element in lst if not isinstance(element, str)]",list2 = [x for x in list1 if x],"re.sub('^[A-Z0-9]*(?![a-z])', '', string)"
298,Python concat string with list,1,""""""" """""".join(list)",""""""" """""".join(list)",""""""","""""".join(l)",list1.extend(mylog),a.extend(b),a.extend(list(b))
327,how to call multiple bash functions using | in python,1,"subprocess.check_call('vasp | tee tee_output', shell=True)",subprocess.call(['./test.sh']),"subprocess.check_output('ps -ef | grep something | wc -l', shell=True)","subprocess.check_call('vasp | tee tee_output', shell=True)","subprocess.Popen(['background-process', 'arguments'])",subprocess.call(['notepad'])
326,Sort A list of Strings Based on certain field,1,"sorted(list_of_strings, key=lambda s: s.split(',')[1])",list_of_dicts.sort(key=operator.itemgetter('name')),list_of_dicts.sort(key=operator.itemgetter('age')),"sorted(list_of_strings, key=lambda s: s.split(',')[1])",mylist.sort(key=lambda x: x['title']),"l.sort(key=lambda x: (x['title'], x['title_url'], x['id']))"
300,How do you read a file into a list in Python?,1,"data = [line.strip() for line in open('C:/name/MyDocuments/numbers', 'r')]",[line.split() for line in open('File.txt')],"lst = map(int, open('filename.txt').readlines())","data = [line.strip() for line in open('C:/name/MyDocuments/numbers', 'r')]",line.split(),' a \n b \r\n c '.split('\n')
301,How to delete all instances of a character in a string in python?,1,""""""""""""".join([char for char in 'it is icy' if char != 'i']) <EOC> re.sub('i', '', 'it is icy') <EOC> """"""it is icy"""""".replace('i', '') <EOC> """""""""""".join([char for char in 'it is icy' if char != 'i'])","re.sub('^[A-Z0-9]*(?![a-z])', '', string)","re.sub('\\D', '', 'aas30dsa20')","re.sub('[^A-Za-z0-9]+', '', mystring)","re.sub('i', '', 'it is icy')","re.sub('(?!\\s)[\\W_]', '', text).lower().strip()"
302,How to drop rows of Pandas DataFrame whose value in certain columns is NaN,1,df.dropna(subset=[1]),df.dropna(subset=[1]),df.iloc[np.flatnonzero(df['BoolCol'])],"df.fillna(df.mean(axis=1), axis=1)",df[df.columns[-1]],"df['c'] = np.where(df['a'].isnull, df['b'], df['a'])"
303,Searching a list of objects in Python,1,[x for x in myList if x.n == 30],print(testlist.index(element)),"isinstance(obj, str)",lst = [Object() for i in range(100)],[x for x in myList if x.n == 30],lst = [Object() for _ in range(100)]
323,Download file from web in Python 3,1,"urllib.request.urlretrieve(url, file_name)","urllib.request.urlretrieve(url, file_name)","urllib.request.urlretrieve('http://www.example.com/songs/mp3.mp3', 'mp3.mp3')",r = requests.get(url),"response = urllib.request.urlopen('http://www.example.com/')
html = response.read()","open(path, 'r')"
304,converting list of string to list of integer,1,"nums = [int(x) for x in intstringlist] <EOC> map(int, eval(input('Enter the unfriendly numbers: ')))",[int(''.join(str(d) for d in x)) for x in L],L = [int(''.join([str(y) for y in x])) for x in L],nums = [int(x) for x in intstringlist],"[element for element in lst if isinstance(element, int)]","user_list = [int(number) for number in user_input.split(',')]"
322,Sending post data from angularjs to django as JSON and not as raw content,1,json.loads(request.body),"return HttpResponse(data, mimetype='application/json')",json.loads(request.body),app.run(debug=True),"r = requests.post(url, files=files, headers=headers, data=data)","requests.post(url, data=DATA, headers=HEADERS_DICT, auth=(username, password))"
306,Python float to int conversion,1,int(round(2.51 * 100)),int(round(2.51 * 100)),"float('123,456.908'.replace(',', ''))","my_float = float(my_string.replace(',', ''))",numlist = [float(x) for x in numlist],"round(1.923328437452, 3)"
308,Pandas (python) plot() without a legend,1,df.plot(legend=False),"df.plot(kind='barh', stacked=True)",df.plot(legend=False),"df['group'].plot(kind='bar', color=['r', 'g', 'b', 'r', 'g', 'b', 'r'])","ax.set_xticklabels(labels, rotation=45)",ax.set_rlabel_position(135)
321,How to count the number of times something occurs inside a certain string?,1,"""""""The big brown fox is brown"""""".count('brown')","""""""The big brown fox is brown"""""".count('brown')","[m.group(0) for m in re.finditer('(\\d)\\1*', s)]",l.count('a'),"re.findall('Test([0-9.]*[0-9]+)', text)","re.findall('\\b(\\w+)d\\b', s)"
310,Python/Numpy: Convert list of bools to unsigned int,1,"sum(1 << i for i, b in enumerate(x) if b)",numpy.array(a)[0].tolist(),"sum(1 << i for i, b in enumerate(x) if b)",numpy.array(a).reshape(-1).tolist(),"np.array((a, b))","T2 = [map(int, x) for x in T1]"
311,Python: How to write multiple strings in one line?,1,"target.write('%r\n%r\n%r\n' % (line1, line2, line3))",myfile.write('\n'.join(lines)),"target.write('%r\n%r\n%r\n' % (line1, line2, line3))","file = open('Output.txt', 'a')",""""""","""""".join(l)","with open('somefile.txt', 'a') as the_file:
    the_file.write('Hello\n')"
312,How to flatten a hetrogenous list of list into a single list in python?,1,"[y for x in data for y in (x if isinstance(x, list) else [x])]","level1 = map(list, level1)","[y for x in data for y in (x if isinstance(x, list) else [x])]","map(lambda a: a[0], (('aa',), ('bb',), ('cc',)))",[[sum(item) for item in zip(*items)] for items in zip(*data)],[''.join(str(d) for d in x) for x in L]
313,"In Python, is it possible to escape newline characters when printing a string?",1,print('foo\nbar'.encode('string_escape')),print('foo\nbar'.encode('string_escape')),myfile.write('\n'.join(lines)),"print('""{}""'.format(word))","target.write('%r\n%r\n%r\n' % (line1, line2, line3))",""""""","""""".join(l)"
320,How to create a list of date string in 'yyyymmdd' format with Python Pandas?,1,"[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]","[d.strftime('%Y%m%d') for d in pandas.date_range('20130226', '20130302')]",df['date'].apply(lambda x: x.toordinal()),"df.xs('sat', level='day', drop_level=False)","time.strftime('%Y-%m-%d %H:%M:%S', time.localtime(1347517370))","pd.date_range('2016-01-01', freq='WOM-2FRI', periods=13)"
316,Reading unicode elements into numpy array,1,"arr = numpy.fromiter(codecs.open('new.txt', encoding='utf-8'), dtype='<U2')","arr = numpy.fromiter(codecs.open('new.txt', encoding='utf-8'), dtype='<U2')",'Sopet\xc3\xb3n'.encode('latin-1').decode('utf-8'),"""""""\\a"""""".decode('string_escape')","""""""\\x89\\n"""""".decode('string_escape')",[chr(i) for i in range(127)]
290,Add entry to list and remove first one in Python,1,"myList.insert(0, 'wuggah')","newlist = [v for i, v in enumerate(oldlist) if i not in removelist]","myList.insert(0, 'wuggah')",['it'] + ['was'] + ['annoying'],list2 = [x for x in list1 if x != []],list(reversed(list(range(10))))
289,Python - How to declare and add items to an array?,1,my_dict.update({'third_key': 1}) <EOC> my_list = [] <EOC> my_list.append(12),my_list.append(12),"myList.insert(0, 'wuggah')",lst = [Object() for i in range(100)],y = [[] for n in range(2)],lst = [Object() for _ in range(100)]
287,Most efficient way to get the integer index of a key in pandas,1,df.index.get_loc('bob'),df.index.get_loc('bob'),"df.loc[df['Letters'] == 'C', 'Letters'].values[0]",df[df['BoolCol'] == True].index.tolist(),df[df['BoolCol']].index.tolist(),df.loc[df['BoolCol']]
286,Get HTML Source of WebElement in Selenium WebDriver using Python,1,element.get_attribute('innerHTML'),element.get_attribute('innerHTML'),driver.execute_script('return document.documentElement.outerHTML;'),self.driver.find_element_by_css_selector('.someclass a').get_attribute('href'),driver.find_element_by_link_text('Send InMail').click(),driver.find_element_by_partial_link_text('Send').click()
344,Is there a Python Library that contains a list of all the ascii characters?,1,[chr(i) for i in range(127)],[chr(i) for i in range(127)],""""""""""""".join([x for x in 'aas30dsa20' if x.isdigit()])",len(l),"re.findall('([a-fA-F\\d]{32})', data)",len(s)
343,How to convert a string data to a JSON object in python?,1,json_data = json.loads(unescaped),json.load(urllib.request.urlopen('url')),json.loads(request.body),json_data = json.loads(unescaped),"d = ast.literal_eval(""{'code1':1,'code2':1}"")",json.dumps(Decimal('3.9'))
257,Truncating floats in Python,1,"round(1.923328437452, 3)",int(round(2.51 * 100)),"float('123,456.908'.replace(',', ''))","round(1.923328437452, 3)","my_float = float(my_string.replace(',', ''))","sum(int(float(item)) for item in [_f for _f in ['', '3.4', '', '', '1.0'] if _f])"
258,Order list by date (String and datetime),1,"sorted(li, key=lambda x: datetime.strptime(x[1], '%d/%m/%Y'), reverse=True)","sorted(li, key=lambda x: datetime.strptime(x[1], '%d/%m/%Y'), reverse=True)","l = sorted(l, key=itemgetter('time'), reverse=True)",list_of_dicts.sort(key=operator.itemgetter('age')),"l = sorted(l, key=lambda a: a['time'], reverse=True)",Entry.objects.filter(pub_date__contains='08:00')
259,Move radial tick labels on a polar plot in matplotlib,1,ax.set_rlabel_position(135),"ax.set_xticklabels(labels, rotation=45)",ax.set_rlabel_position(135),"plt.plot(x, y, label='H\u2082O')","df.plot(kind='barh', stacked=True)","plt.plot(x, y, label='$H_2O$')"
260,How to check if a path is absolute path or relative path in cross platform way with Python?,1,os.path.isabs(my_path),os.path.isabs(my_path),os.path.abspath('mydir/myfile.txt'),os.path.basename(os.path.dirname(os.path.realpath(__file__))),os.statvfs('/').f_files - os.statvfs('/').f_ffree,distutils.dir_util.mkpath(path)
318,pandas DataFrame filter regex,1,df.loc[df[0].str.contains('(Hel|Just)')],df.b.str.contains('^f'),df.loc[df[0].str.contains('(Hel|Just)')],df[df['ids'].str.contains('ball')],df.groupby('A').filter(lambda x: len(x) > 1),"df.replace({'\n': '<br>'}, regex=True)"
263,Splitting a list in a Pandas cell into multiple columns,1,"pd.concat([df[0].apply(pd.Series), df[1]], axis=1)","pd.DataFrame({'email': sf.index, 'list': sf.values})","pd.DataFrame(out.tolist(), columns=['out-1', 'out-2'], index=out.index)","pd.concat([df[0].apply(pd.Series), df[1]], axis=1)",x.set_index('name').index.get_duplicates(),"df.groupby(['col1', 'col2'])['col3'].nunique().reset_index()"
264,Extracting specific src attributes from script tags,1,"re.findall('src=""js/([^""]*\\bjquery\\b[^""]*)""', data)","re.findall('src=""js/([^""]*\\bjquery\\b[^""]*)""', data)","print(re.search('>.*<', line).group(0))","re.findall('http://[^t][^s""]+\\.html', document)","soup.find_all('span', {'class': 'starGryB sp'})","soup.find('div', id='main-content').decompose()"
340,How to get a 16bit Unsigned integer in python,1,"struct.unpack('H', struct.pack('h', number))","struct.unpack('H', struct.pack('h', number))","struct.unpack('!f', '470FC614'.decode('hex'))[0]",str(int(x) + 1).zfill(len(x)),"sum(1 << i for i, b in enumerate(x) if b)",int()
